"Family","PC1","PC2","PC3","PC4","Pop","Tree","State","Region","Date","Latitude","Longitude","Elevation","DBH","Budbreak_2020","BudSet_2019","BudSet_2020","Growth","BudBreak_cGDD_plasticity","BudSet_2019_plasticity","BudSet_2020_plasticity","Growth_plasticity","TotalDry_plasticity","RootShoot_plasticity","SideBranch_MainStem_plasticity","Delta13Carbon_plasticity","Delta15Nitrogen_plasticity","PercentN_plasticity","CN_ratio_plasticity","TotalDry","RootShoot","SideBranch_MainStem","delta13C","delta15N","percentN","CN_ratio","q1","q2"
"XGL_02",-0.0608199455272393,0.00183785673324128,-0.000404964647093094,-0.00503579427691545,"XGL",2,"MD","Edge",9222017,39.50541,79.27808,815,16.2,665.3628912,259.3488579,212.4236008,27.50573293,30.30147161,3.91630448,6.158489589,1.051654688,0.652296894,0.047796973,0.196460103,0.136727486,0.690709995,0.037473972,0.06828528,16.16846718,-1.463614615,0.961891827,-31.1910395,2.569967316,1.542340034,31.96565728,0.9724414,0.0275586
"XGL_03",-0.0649285009191381,0.00206086909060863,-0.029030345825512,-0.00355400779140447,"XGL",3,"MD","Edge",9222017,39.56346,79.27938,815,13.1,650.0801269,262.3023583,214.3451811,25.24011438,22.76146934,3.492003038,5.988815686,1.216047794,0.452738631,0.022025404,0.137032751,0.119786076,0.803949017,0.054475616,0.002147211,13.45894889,-1.577580403,0.803079982,-31.15973294,2.327456316,1.720836258,29.88248222,0.9749311,0.0250689
"XGL_04",-0.0685030405556157,0.011953579696661,-0.0221984605458701,-0.0145370356884894,"XGL",4,"MD","Edge",9222017,39.56291,79.28023,815,29,664.4150722,252.8243628,216.0152888,29.84636164,28.70018961,3.139731541,6.449287468,0.947529861,1.604933172,0.003242393,0.145739407,0.060534151,0.747127113,0.038678327,0.066755075,30.24884466,-1.60725277,0.85746777,-30.87367246,2.395345209,1.57436333,31.84116719,0.9836289,0.0163711
"XGL_05",-0.0483480450135384,-0.0487694672138396,0.0862798756732763,0.0232680862617678,"XGL",5,"MD","Edge",9222017,39.56215,79.27727,809,12.6,661.6153652,264.7409839,211.2472653,30.91967186,26.50681188,3.452821429,6.099641386,0.876569193,0.995316176,0.002147944,0.124753827,0.069908626,0.738588866,0.043743245,0.026461402,21.63888511,-1.622251966,0.80487548,-30.91290129,2.526859987,1.621798333,30.70766955,0.9260442,0.0739559
"XPK_01",-0.0658011670426951,0.020548881208997,0.0370803109318466,0.0482087589931876,"XPK",1,"WV","Edge",10232017,38.56175,79.49467,1340,14.6,656.6219288,265.2229146,210.2606804,28.10770399,26.00019006,3.666022696,5.981585126,1.000503356,0.962800855,0.007824868,0.172647776,0.055759607,0.702198705,0.041115512,0.052521854,21.72498516,-1.593458937,0.921919041,-31.00396515,2.666081534,1.583712323,31.5356834,0.9998087,0.0001912
"XPK_02",-0.0656569312943026,0.0324765061898434,-0.0548435571559346,-0.0156083983599175,"XPK",2,"WV","Edge",10232017,38.56417,79.49506,1364,46,672.3224232,255.2503257,214.8423097,27.10918949,32.09969768,2.713257773,6.259804139,1.052674371,1.164801681,0.015663934,0.163689169,0.076981588,0.673651763,0.043866846,0.040853535,23.59107485,-1.536156421,0.88664352,-30.91084965,2.750806872,1.597521943,31.24481371,0.9998015,0.0001985
"XPK_03",-0.0637867022189931,0.0203279693865774,0.154339805641533,-0.00596925681320917,"XPK",3,"WV","Edge",10232017,38.57069,79.49226,1309,32.5,672.5725918,251.2229545,211.8337485,27.45126662,29.338218,3.053090576,6.326513512,1.068550281,1.04682516,0.007213138,0.113913145,0.021991714,0.733005228,0.04537635,0.040077251,22.22618902,-1.616798583,0.756519626,-30.91894616,2.582961141,1.632519764,31.09128798,0.9998088,0.0001912
"XPK_04",-0.0664459612197351,0.0187711407127645,-0.0317634700466998,-0.00811491981391677,"XPK",4,"WV","Edge",10232017,38.56457,79.49476,1360,31.4,668.8319394,253.6341559,207.942955,31.56115613,31.08205458,3.151040253,5.823578709,0.805442289,1.148092123,0.017278274,0.139449828,0.085482374,0.795881881,0.030604568,0.113406507,24.01510944,-1.589749225,0.82324533,-31.07091934,2.388446993,1.489951919,33.15482558,0.9898905,0.0101095
"XSK_01",-0.0652380977714896,0.0126656235413151,0.0347188931529954,0.0110101429110787,"XSK",1,"WV","Edge",10052017,38.93676,79.68698,1127,53.5,660.536706,262.5448636,211.921637,28.96096139,28.9933902,3.064685523,5.868934531,0.969571681,0.53503563,0.128454274,0.113478595,0.104775458,0.716373402,0.045919926,0.027873093,15.01615247,-1.528161667,0.755488583,-31.18147444,2.597018323,1.631574692,30.7556947,0.9954747,0.0045253
"XSK_02",-0.0675122205798183,0.0204533935797495,0.00456361075990567,0.00742223482439764,"XSK",2,"WV","Edge",10052017,38.93525,79.68056,1101,49.7,682.842359,260.0220469,211.1293616,34.23742622,35.28608764,3.194553738,5.388921339,0.661741433,1.415520721,0.019647304,0.115032845,0.101350179,0.691860833,0.042385024,0.066553071,26.55115994,-1.548588585,0.725888379,-30.94289236,2.641076454,1.608750592,31.82833818,0.9867747,0.0132253
"XSK_05",-0.0690525853939746,0.0177655451275093,0.0365380694558146,0.00668190051392278,"XSK",5,"WV","Edge",10052017,38.94198,79.66622,919,22.9,675.5858099,260.0149125,213.3394358,29.56948945,33.54572477,3.21617807,5.572887061,0.930181118,1.117708765,0.011400134,0.139082963,0.041093844,0.685477428,0.042460785,0.040786377,22.48152854,-1.595690404,0.836988967,-30.87410548,2.710659403,1.595826144,31.1510821,0.9964406,0.0035593
"XWS_03",-0.0685542924773329,0.0175274117872158,0.0127087651084787,0.0383332089015778,"XWS",3,"MD","Edge",9262017,39.66348,79.09103,787,12.3,675.2645516,263.7859724,211.514564,29.62061188,32.90556282,3.411324557,6.040502398,0.947614975,0.446347635,0.002893695,0.128173553,0.099181551,0.784619525,0.043266729,0.01830149,13.72805303,-1.608725832,0.810421905,-31.00317982,2.416449861,1.609535294,30.52633024,0.999809,0.0001909
"XWS_05",-0.0700611847471303,0.0184567209968372,-0.0313491656630684,-0.000674385227411183,"XWS",5,"MD","Edge",9262017,39.65982,79.09377,788,5.1,662.8048317,265.5599372,211.9463106,34.43180256,26.23886545,3.701756423,5.665101958,0.642443426,1.195148694,0.010206821,0.126250636,0.080354392,0.8213712,0.036788845,0.067161576,23.57139693,-1.610830631,0.786562078,-30.93923657,2.301079914,1.597092967,31.71303987,0.9945641,0.005436
"XWS_06",-0.063706485081448,-0.0191186327602052,0.0194179541764075,0.0178468379393562,"XWS",6,"MD","Edge",9262017,39.65987,79.09471,788,8,674.8324424,253.5488258,217.7196255,31.01865921,30.14288804,3.632566426,6.24231174,0.85303923,2.393148686,0.011643896,0.148053088,0.042840778,0.712285785,0.038241473,0.065224181,41.12123098,-1.671434008,0.861898512,-30.86444834,2.591487412,1.565472489,31.845841,0.945741,0.054259
"YRB_02",-0.000293343039105434,-0.17769378175637,-0.0106344296151968,0.00322068671690696,"YRB",2,"PA","Margin",9142017,40.96226,75.62781,489,8.1,664.7462068,234.9404921,205.5115044,31.93829475,29.44093267,2.56260783,5.75458992,0.795658147,3.708578556,0.003622773,0.128064969,0.028112971,0.674497493,0.042974363,0.040599852,60.10798812,-1.605933703,0.819263324,-30.65714242,2.627245245,1.615963571,31.09248289,0.643002,0.356998
"YRB_03",0.00483537047007477,-0.186556784010396,0.0166556242501522,0.0125808588729051,"YRB",3,"PA","Margin",9142017,40.96158,75.6273,490,34.5,654.3828031,254.8533492,211.9463106,39.51854701,24.8768345,2.603644534,6.118141073,0.364134691,3.125265749,0.009077329,0.109928199,0.065918835,0.699073225,0.03863,0.071598577,51.72282136,-1.543350762,0.749857587,-31.01057511,2.507251377,1.569607354,31.97226415,0.6648677,0.3351323
